source_id,target_id,distance
5,9,295.968981
5,10,374.955634
5,11,326.151376
5,12,212.717574
5,13,175.843251
5,14,97.869167
5,15,97.409454
5,16,119.739125
5,17,192.254177
5,18,247.600795
5,19,315.687861
5,20,388.322134
5,21,306.531016
5,22,254.411392
5,23,172.760819
5,24,179.778380
5,25,173.528488
5,26,169.280535
5,27,234.704564
5,28,304.106808
5,29,364.935306
5,30,426.630949
5,31,365.371315
5,32,311.717925
5,33,273.737273
5,34,248.106881
5,35,221.169854
5,36,229.496981
5,37,314.730756
5,38,329.266558
5,39,387.220551
5,40,429.710089
5,41,415.401868
5,42,348.266067
5,43,344.082881
5,44,314.136279
5,45,320.916109
5,46,305.047161
5,47,339.213468
5,48,429.317150
5,49,464.855130
5,50,515.807417
5,51,465.049248
5,52,398.626381
5,53,366.017680
5,54,362.795650
5,55,379.827757
5,56,398.484763
5,57,421.646171
5,58,447.734677
5,59,500.254496
5,60,537.112063
5,61,493.429233
5,62,475.732082
5,63,451.587451
5,64,474.588273
5,65,472.149196
5,66,466.605021
5,67,501.455769
5,68,535.342501
5,69,543.521918
5,70,625.559851
5,71,583.687331
5,72,560.907170
5,73,527.874621
5,74,506.221368
5,75,528.386671
5,76,520.238083
5,77,538.608145
5,78,601.003072
5,79,628.546192
5,80,682.813969
5,81,631.996901
5,82,618.642234
5,83,600.260514
5,84,575.831226
5,85,584.039806
5,86,597.261893
5,87,622.598497
5,88,665.299136
5,89,717.008323
5,90,733.604111
5,91,736.042513
5,92,710.307181
5,93,667.866403
5,94,692.940259
5,95,699.715582
5,96,705.119721
5,97,698.248311
5,98,737.986284
5,99,762.274544
6,7,53.068680
6,8,117.571770
6,9,204.279684
6,10,465.106232
6,11,410.966295
6,12,295.512414
6,13,260.131980
6,14,149.257180
6,15,115.589206
6,16,79.073816
6,17,102.314762
6,18,152.287294
6,19,220.374648
6,20,466.168789
6,21,384.104355
6,22,320.084144
6,23,234.181966
6,24,218.350816
6,25,164.481997
6,26,113.518603
6,27,162.288902
6,28,213.817405
6,29,272.367322
6,30,501.129367
6,31,430.380041
6,32,369.416484
6,33,308.070962
6,34,258.930398
6,35,214.834352
6,36,181.706523
6,37,249.231644
6,38,247.563337
6,39,302.396629
6,40,491.999215
6,41,465.711676
6,42,395.158291
6,43,371.841033
6,44,326.656493
6,45,296.826987
6,46,262.869673
6,47,279.584736
6,48,356.883729
6,49,384.575714
6,50,568.058186
6,51,510.566167
6,52,433.370777
6,53,384.061468
6,54,370.233551
6,55,363.489047
6,56,358.501064
6,57,371.122534
6,58,385.023905
6,59,425.795541
6,60,583.045402
6,61,529.346229
6,62,503.729751
6,63,466.168052
6,64,472.619980
6,65,454.852061
6,66,435.157554
6,67,454.350071
6,68,471.887276
6,69,475.640542
6,70,659.144809
6,71,609.097361
6,72,577.246962
6,73,537.059829
6,74,500.181583
6,75,502.358482
6,76,484.541490
6,77,494.120137
6,78,540.674400
6,79,565.515110
6,80,712.516757
6,81,653.519207
6,82,633.422932
6,83,597.495669
6,84,564.248978
6,85,560.677996
6,86,563.530442
6,87,578.528962
6,88,612.056295
6,89,655.155741
6,90,756.381979
6,91,752.823274
6,92,718.952115
6,93,666.542162
6,94,678.955519
6,95,678.485150
6,96,673.950502
6,97,651.285537
6,98,684.669047
6,99,700.008707
7,8,70.619341
7,9,153.759080
7,10,515.934480
7,11,463.228367
7,12,347.920366
7,13,312.216485
7,14,202.147619
7,15,166.577557
7,16,119.496810
7,17,89.912477
7,18,113.310379
7,19,178.688654
7,20,519.178075
7,21,437.090521
7,22,372.956077
7,23,287.039107
7,24,268.966501
7,25,205.803343
7,26,138.351154
7,27,166.390358
7,28,190.198971
7,29,242.171634
7,30,554.196304
7,31,483.034226
7,32,421.464378
7,33,356.608217
7,34,302.392095
7,35,254.267481
7,36,203.497723
7,37,253.621316
7,38,235.556707
7,39,284.588176
7,40,544.298597
7,41,516.327494
7,42,445.468365
7,43,418.087957
7,44,369.160425
7,45,325.649777
7,46,283.229700
7,47,287.397163
7,48,351.448718
7,49,370.569067
7,50,618.728879
7,51,560.094237
7,52,480.853111
7,53,427.419496
7,54,410.332261
7,55,394.217407
7,56,377.035864
7,57,382.683835
7,58,387.355816
7,59,417.121267
7,60,632.423513
7,61,576.570171
7,62,548.958446
7,63,507.534276
7,64,507.806731
7,65,483.555297
7,66,456.982271
7,67,466.552168
7,68,472.111251
7,69,472.175546
7,70,705.221757
7,71,652.979498
7,72,618.358412
7,73,575.924235
7,74,533.370577
7,75,526.095368
7,76,503.235929
7,77,507.403907
7,78,542.455741
7,79,564.952519
7,80,757.292768
7,81,695.958548
7,82,673.667489
7,83,631.190420
7,84,594.357565
7,85,585.135401
7,86,582.390760
7,87,591.083608
7,88,618.248042
7,89,654.724418
7,90,798.831030
7,91,793.233707
7,92,756.506892
7,93,700.374632
7,94,707.057953
7,95,703.043613
7,96,693.277958
7,97,661.342172
7,98,690.224608
7,99,698.942644
8,9,88.012143
8,10,582.518001
8,11,527.050279
8,12,411.495690
8,13,376.738838
8,14,259.860055
8,15,218.834290
8,16,160.120707
8,17,77.297305
8,18,48.387956
8,19,108.853841
8,20,579.071539
8,21,497.463583
8,22,428.664303
8,23,343.345938
8,24,317.137552
8,25,238.808343
8,26,157.057583
8,27,153.350782
8,28,137.417667
8,29,179.808209
8,30,612.064957
8,31,536.594985
8,32,472.378771
8,33,397.962358
8,34,334.692274
8,35,281.592794
8,36,209.146187
8,37,231.759425
8,38,193.917713
8,39,233.763623
8,40,595.645472
8,41,561.529926
8,42,490.311534
8,43,453.401106
8,44,398.001812
8,45,333.629080
8,46,281.034469
8,47,268.021809
8,48,312.786716
8,49,321.626852
8,50,663.524995
8,51,601.844189
8,52,518.131299
8,53,456.773272
8,54,434.001821
8,55,402.938180
8,56,368.510209
8,57,364.527030
8,58,357.178509
8,59,373.166600
8,60,673.334403
8,61,612.406192
8,62,580.600371
8,63,531.986400
8,64,521.439369
8,65,487.291155
8,66,451.091681
8,67,447.248129
8,68,437.557061
8,69,433.249041
8,70,737.606166
8,71,680.979212
8,72,641.183825
8,73,595.032014
8,74,543.372080
8,75,521.740126
8,76,492.075157
8,77,488.808428
8,78,508.748160
8,79,528.184663
8,80,786.544712
8,81,720.763012
8,82,694.423780
8,83,640.891424
8,84,598.697403
8,85,581.025771
8,86,570.311423
8,87,570.354900
8,88,589.071338
8,89,617.244508
8,90,823.064311
8,91,813.540037
8,92,771.806079
8,93,709.697095
8,94,707.193718
8,95,697.879875
8,96,680.688991
8,97,636.627375
8,98,659.607539
8,99,660.391510
9,10,669.277718
9,11,614.775070
9,12,499.223679
9,13,464.225869
9,14,347.840976
9,15,306.383463
9,16,246.173768
9,17,152.188964
9,18,80.473122
9,19,69.543602
9,20,667.059575
9,21,585.473712
9,22,516.239838
9,23,431.116934
9,24,403.248454
9,25,320.399468
9,26,235.761862
9,27,212.345382
9,28,148.799266
9,29,158.073715
9,30,699.852591
9,31,623.569555
9,32,558.723815
9,33,481.041797
9,34,414.108372
9,35,359.415136
9,36,276.755130
9,37,273.087810
9,38,213.740881
9,39,232.547287
9,40,681.889345
9,41,645.503056
9,42,574.386618
9,43,533.080708
9,44,474.584545
9,45,397.173168
9,46,338.288827
9,47,309.229304
9,48,325.995701
9,49,317.081622
9,50,747.030636
9,51,684.066099
9,52,598.418789
9,53,532.969570
9,54,506.821037
9,55,465.203041
9,56,416.100803
9,57,401.967903
9,58,380.107883
9,59,374.780947
9,60,754.885983
9,61,691.375382
9,62,657.204981
9,63,604.209251
9,64,585.629572
9,65,543.528955
9,66,498.904149
9,67,480.542732
9,68,451.283238
9,69,440.614445
9,70,813.884980
9,71,754.579018
9,72,711.323132
9,73,662.735639
9,74,604.247624
9,75,569.610490
9,76,533.440619
9,77,521.850467
9,78,521.694451
9,79,536.212768
9,80,860.511425
9,81,791.858369
9,82,762.621391
9,83,700.378231
9,84,653.808296
9,85,628.162578
9,86,609.150398
9,87,599.117226
9,88,606.627833
9,89,622.474748
9,90,893.223524
9,91,880.688110
9,92,835.076811
9,93,768.217016
9,94,757.060169
9,95,742.435614
9,96,717.354710
9,97,659.275895
9,98,674.049931
9,99,663.325953
10,11,76.018468
10,12,176.926682
10,13,207.676298
10,14,332.993639
10,15,379.279719
10,16,443.295979
10,17,543.623182
10,18,611.865931
10,19,679.583110
10,20,119.644916
10,21,132.289377
10,22,211.193508
10,23,266.603408
10,24,319.362564
10,25,414.097724
10,26,480.761413
10,27,548.146474
10,28,644.807295
10,29,709.277636
10,30,156.188809
10,31,198.390419
10,32,232.743662
10,33,320.936660
10,34,385.057993
10,35,418.821690
10,36,501.734541
10,37,594.726101
10,38,644.556734
10,39,704.380289
10,40,232.222655
10,41,288.158488
10,42,283.426020
10,43,356.933853
10,44,397.508548
10,45,501.419688
10,46,535.494447
10,47,599.699507
10,48,705.911871
10,49,760.530836
10,50,331.439723
10,51,334.170671
10,52,349.942738
10,53,399.009777
10,54,432.792569
10,55,514.069835
10,56,592.701378
10,57,638.846868
10,58,693.864375
10,59,774.009372
10,60,375.661330
10,61,393.427217
10,62,416.340692
10,63,454.402363
10,64,527.499768
10,65,576.817033
10,66,617.156337
10,67,691.674647
10,68,770.374880
10,69,791.509648
10,70,494.421655
10,71,498.092111
10,72,518.505772
10,73,523.040335
10,74,562.956184
10,75,646.261119
10,76,671.099257
10,77,713.599245
10,78,817.503923
10,79,850.864434
10,80,555.721316
10,81,550.053794
10,82,567.064291
10,83,620.145591
10,84,633.285755
10,85,680.563918
10,86,726.329754
10,87,782.143434
10,88,850.136992
10,89,926.331357
10,90,626.003229
10,91,652.504706
10,92,663.780204
10,93,667.847087
10,94,735.471967
10,95,767.541327
10,96,807.775052
10,97,857.378406
10,98,914.995264
10,99,969.086972
11,12,115.556029
11,13,151.075486
11,14,270.739062
11,15,316.239034
11,16,380.633811
11,17,482.240252
11,18,552.898539
11,19,619.723939
11,20,80.995443
11,21,56.767286
11,22,135.620261
11,23,197.440285
11,24,247.586005
11,25,344.021139
11,26,414.848500
11,27,480.533613
11,28,579.529199
11,29,643.941601
11,30,125.913825
11,31,134.578042
11,32,158.624791
11,33,244.918257
11,34,309.820495
11,35,345.434855
11,36,431.066932
11,37,522.883613
11,38,575.509915
11,39,634.874191
11,40,182.165739
11,41,226.309234
11,42,211.693270
11,43,282.551187
11,44,321.575040
11,45,425.840528
11,46,461.343459
11,47,526.395995
11,48,632.645815
11,49,688.324164
11,50,286.383163
11,51,276.588807
11,52,280.403121
11,53,324.680751
11,54,357.529579
11,55,438.107108
11,56,516.893703
11,57,563.330112
11,58,619.030344
11,59,700.123431
11,60,327.379661
11,61,333.500354
11,62,351.231049
11,63,383.698526
11,64,454.598421
11,65,501.920177
11,66,541.302813
11,67,615.660350
11,68,694.851276
11,69,716.322538
11,70,444.486144
11,71,439.923267
11,72,454.600190
11,73,454.861263
11,74,490.365917
11,75,571.398229
11,76,595.410208
11,77,637.650401
11,78,741.556211
11,79,774.947016
11,80,506.794152
11,81,492.810033
11,82,505.656439
11,83,551.441160
11,84,561.620773
11,85,606.933617
11,86,651.519598
11,87,706.602667
11,88,774.253861
11,89,850.314200
11,90,575.026169
11,91,597.863657
11,92,603.675456
11,93,601.962852
11,94,666.241629
11,95,696.542771
11,96,734.730371
11,97,782.058369
11,98,839.345748
11,99,893.087431
12,13,37.080806
12,14,156.573380
12,15,202.673095
12,16,266.915940
12,17,367.953045
12,18,437.811892
12,19,504.940226
12,20,176.514353
12,21,96.287395
12,22,84.753545
12,23,93.762759
12,24,149.875787
12,25,239.750303
12,26,303.848100
12,27,371.526554
12,28,467.914145
12,29,532.389376
12,30,216.945830
12,31,172.790058
12,32,145.466950
12,33,184.894818
12,34,228.346555
12,35,251.337174
12,36,327.546364
12,37,421.804422
12,38,468.493031
12,39,528.538567
12,40,237.333910
12,41,248.595304
12,42,200.867373
12,43,245.154057
12,44,261.084413
12,45,344.543414
12,46,369.039458
12,47,429.888925
12,48,535.450091
12,49,587.671415
12,50,336.589342
12,51,303.110084
12,52,270.128813
12,53,284.225218
12,54,306.343443
12,55,371.801072
12,56,437.232552
12,57,479.279143
12,58,529.119337
12,59,605.027286
12,60,368.590104
12,61,349.075903
12,62,350.751438
12,63,360.293467
12,64,416.927594
12,65,449.029551
12,66,475.660315
12,67,541.005063
12,68,609.781463
12,69,628.220386
12,70,475.851375
12,71,453.510502
12,72,452.101475
12,73,438.246963
12,74,453.181258
12,75,517.233360
12,76,531.789982
12,77,568.132578
12,78,662.612260
12,79,695.001617
12,80,537.705494
12,81,506.425099
12,82,508.251014
12,83,529.583177
12,84,527.091672
12,85,560.903241
12,86,596.429766
12,87,643.556184
12,88,705.100470
12,89,775.317911
12,90,599.765208
12,91,614.199012
12,92,606.787640
12,93,588.549606
12,94,639.768690
12,95,662.335697
12,96,690.053708
12,97,720.746151
12,98,773.662637
12,99,819.431345
13,14,126.189174
13,15,172.546638
13,16,236.054193
13,17,335.964212
13,18,404.496090
13,19,472.043979
13,20,213.568888
13,21,132.946617
13,22,106.100780
13,23,80.610640
13,24,136.317925
13,25,217.832964
13,26,275.613048
13,27,344.539200
13,28,438.412773
13,29,502.791265
13,30,253.708545
13,31,205.205077
13,32,169.616328
13,33,189.977341
13,34,220.924046
13,35,236.017717
13,36,304.887173
13,37,399.903751
13,38,442.495254
13,39,502.778581
13,40,270.325319
13,41,275.551317
13,42,221.839625
13,43,255.865366
13,44,262.340439
13,45,334.263061
13,46,352.698136
13,47,410.612303
13,48,515.131660
13,49,565.191302
13,50,367.291406
13,51,329.673102
13,52,288.442646
13,53,292.491440
13,54,309.995967
13,55,367.920884
13,56,426.497637
13,57,466.064825
13,58,512.665128
13,59,585.526416
13,60,397.208880
13,61,372.300570
13,62,369.823581
13,63,372.438255
13,64,423.358702
13,65,449.457383
13,66,470.695228
13,67,531.618849
13,68,595.240117
13,69,612.142889
13,70,501.295311
13,71,474.842990
13,72,469.114217
13,73,451.270955
13,74,459.287762
13,75,516.439360
13,76,527.134112
13,77,560.758099
13,78,650.619498
13,79,682.420348
13,80,562.586989
13,81,527.258955
13,82,526.107200
13,83,539.959544
13,84,533.309785
13,85,562.766061
13,86,594.640514
13,87,638.354543
13,88,697.101613
13,89,764.584310
13,90,622.769620
13,91,634.975428
13,92,624.024992
13,93,601.072434
13,94,647.803256
13,95,667.646422
13,96,691.542767
13,97,715.832063
13,98,766.786384
13,99,809.115542
14,15,46.370935
14,16,110.358099
14,17,211.543072
14,18,282.533571
14,19,349.028074
14,20,319.219135
14,21,237.753440
14,22,170.827800
14,23,84.927265
14,24,81.921956
14,25,105.396807
14,26,149.809740
14,27,219.376899
14,28,312.241396
14,29,376.642122
14,30,352.673668
14,31,281.280017
14,32,221.795256
14,33,175.885983
14,34,156.026592
14,35,141.739069
14,36,186.361583
14,37,281.088938
14,38,317.863908
14,39,378.206382
14,40,343.495898
14,41,322.014342
14,42,253.198189
14,43,246.274043
14,44,219.445850
14,45,246.232447
14,46,246.971452
14,47,296.626421
14,48,397.885890
14,49,444.229274
14,50,423.648652
14,51,370.019697
14,52,301.065551
14,53,269.292514
14,54,268.978168
14,55,297.212760
14,56,332.775174
14,57,364.769378
14,58,403.006197
14,59,469.180903
14,60,442.428789
14,61,396.212041
14,62,377.867566
14,63,355.026749
14,64,382.783726
14,65,387.856628
14,66,391.747274
14,67,438.645561
14,68,488.715351
14,69,502.155355
14,70,528.210766
14,71,485.818693
14,72,463.700845
14,73,432.116847
14,74,415.752862
14,75,448.456218
14,76,447.340366
14,77,472.543567
14,78,549.282154
14,79,579.387645
14,80,585.125951
14,81,534.220620
14,82,521.539579
14,83,507.705770
14,84,487.152567
14,85,501.613307
14,86,521.537773
14,87,554.616906
14,88,605.049142
14,89,665.100272
14,90,635.749844
14,91,638.546554
14,92,614.086428
14,93,574.453363
14,94,604.468491
14,95,614.905138
14,96,626.331732
14,97,631.712372
14,98,676.842207
14,99,710.260998
15,16,64.395532
15,17,166.165607
15,18,238.367883
15,19,304.108630
15,20,361.865588
15,21,281.160370
15,22,209.862733
15,23,124.958035
15,24,102.761747
15,25,77.038212
15,26,104.042213
15,27,174.042817
15,28,265.872331
15,29,330.271209
15,30,393.576618
15,31,318.123052
15,32,255.216638
15,33,193.617110
15,34,154.129607
15,35,123.760406
15,36,146.817208
15,37,239.966633
15,38,272.728730
15,39,333.029654
15,40,378.320557
15,41,350.144409
15,42,279.571812
15,43,259.835733
15,44,221.667009
15,45,224.476263
15,46,214.764459
15,47,258.388915
15,48,356.971069
15,49,401.074661
15,50,452.508870
15,51,395.140416
15,52,319.565500
15,53,276.466791
15,54,268.930753
15,55,282.429357
15,56,305.376423
15,57,332.839529
15,58,366.218795
15,59,428.468640
15,60,467.656132
15,61,415.579489
15,62,392.369465
15,63,360.996086
15,64,378.804993
15,65,374.739929
15,66,370.573516
15,67,410.028688
15,68,452.970229
15,69,464.596293
15,70,546.341588
15,71,499.131474
15,72,471.561078
15,73,435.475059
15,74,409.779056
15,75,431.358760
15,76,424.887099
15,77,445.839376
15,78,515.727382
15,79,544.868562
15,80,601.116304
15,81,545.418072
15,82,528.775543
15,83,504.644770
15,84,478.797591
15,85,486.738595
15,86,501.208875
15,87,529.211315
15,88,575.510693
15,89,631.868513
15,90,647.924160
15,91,647.354045
15,92,618.212202
15,93,572.708529
15,94,595.799677
15,95,602.308896
15,96,608.433005
15,97,605.581340
15,98,647.871390
15,99,677.147521
16,17,101.960692
16,18,175.150891
16,19,240.081357
16,20,425.131997
16,21,344.926130
16,22,271.532521
16,23,188.005672
16,24,157.140807
16,25,86.625639
16,26,49.698496
16,27,117.905100
16,28,202.903845
16,29,267.068059
16,30,455.688770
16,31,377.547950
16,32,312.568664
16,33,239.405220
16,34,182.913193
16,35,136.250001
16,36,112.005770
16,37,195.042153
16,38,215.677116
16,39,275.382496
16,40,435.775492
16,41,401.865915
16,42,330.659765
16,43,298.942063
16,44,249.904228
16,45,219.284297
16,46,191.204835
16,47,219.811232
16,48,310.210007
16,49,348.571301
16,50,504.059246
16,51,443.480105
16,52,362.276660
16,53,308.009885
16,54,292.155867
16,55,285.032239
16,56,286.630498
16,57,305.017792
16,58,328.200530
16,59,381.414783
16,60,515.459912
16,61,457.725475
16,62,429.494439
16,63,388.788433
16,64,393.555171
16,65,376.804644
16,66,360.399748
16,67,386.565848
16,68,415.831334
16,69,423.784557
16,70,585.872136
16,71,533.542491
16,72,499.782024
16,73,458.639964
16,74,421.165014
16,75,426.257044
16,76,411.500540
16,77,425.068328
16,78,482.056434
16,79,509.174335
16,80,637.796274
16,81,576.870968
16,82,555.561176
16,83,518.433152
16,84,485.679075
16,85,484.072931
16,86,490.005906
16,87,509.507277
16,88,548.406968
16,89,597.897243
16,90,679.762324
16,91,675.070363
16,92,640.242760
16,93,587.471847
16,94,600.814615
16,95,601.624909
16,96,599.791182
16,97,583.944150
16,98,621.182059
16,99,643.125478
17,18,75.088925
17,19,138.164256
17,20,526.864170
17,21,446.855998
