node_id,node_role,neighbor_count,neighbors
70,UNREGISTERED,1,"81(ROOT,0,84.9)"
71,UNREGISTERED,1,"81(ROOT,0,84.9)"
72,UNREGISTERED,1,"81(ROOT,0,84.9)"
80,UNREGISTERED,1,"81(ROOT,0,84.9)"
82,UNREGISTERED,1,"81(ROOT,0,84.9)"
